Date,Close/Last,Volume,Open,High,Low,Day,Source
09/23/2021,593.26,2526161,590.79,599.32,589.1301,400,nasdaq
09/24/2021,592.39,2126246,592.5,592.98,583.64,401,nasdaq
09/27/2021,592.64,2504738,587.95,593.58,576.93,402,nasdaq
09/28/2021,583.85,4431051,589,599.5353,580.16,403,nasdaq
09/29/2021,599.06,6221026,589.01,609.8799,588.01,404,nasdaq
09/30/2021,610.34,6616040,608.05,619,608.05,405,nasdaq
10/01/2021,613.15,4090847,604.24,614.99,597.505,406,nasdaq
10/04/2021,603.35,4995932,613.39,626.125,594.68,407,nasdaq
10/05/2021,634.81,9534293,606.94,640.39,606.89,408,nasdaq
10/06/2021,639.1,4580434,628.18,639.8699,626.36,409,nasdaq
10/07/2021,631.85,3556886,642.225,646.84,630.45,410,nasdaq
10/08/2021,632.66,3272093,634.165,643.8,630.86,411,nasdaq
10/11/2021,627.04,2862470,633.195,639.42,626.78,412,nasdaq
10/12/2021,624.94,3227349,633.02,637.655,621.99,413,nasdaq
10/13/2021,629.76,2424638,632.1791,632.1791,622.1,414,nasdaq
10/14/2021,633.8,2672535,632.23,636.88,626.79,415,nasdaq
10/15/2021,628.29,4116874,638,639.42,625.16,416,nasdaq
10/18/2021,637.97,4669071,632.1,638.41,620.5901,417,nasdaq
10/19/2021,639,7633147,636.969,641,632.3,418,nasdaq
10/20/2021,625.14,10622000,625.573,637.4,617.15,419,nasdaq
10/21/2021,653.16,8437070,628.89,654.01,628.65,420,nasdaq
10/22/2021,664.78,6186016,651.81,665.46,651.81,421,nasdaq
10/25/2021,671.66,3833526,663.74,675.88,657.07,422,nasdaq
10/26/2021,668.52,2904840,673.76,676.4899,662.77,423,nasdaq
10/27/2021,662.92,2276914,669,671.41,661.85,424,nasdaq
10/28/2021,674.05,2859409,670.949,676.8,668.03,425,nasdaq
10/29/2021,690.31,3825279,673.06,690.9699,671.24,426,nasdaq
11/01/2021,681.17,3110911,689.06,689.97,676.54,427,nasdaq
11/02/2021,677.72,3888597,683.11,687.68,673.82,428,nasdaq
11/03/2021,688.29,2334852,677.27,689.39,677.27,429,nasdaq
11/04/2021,668.4,4865023,685.89,685.94,665.5,430,nasdaq
11/05/2021,645.72,5283488,663.97,665.64,645.01,431,nasdaq
11/08/2021,651.45,2887523,650.29,656,643.79,432,nasdaq
11/09/2021,655.99,2415630,653.7,660.5,650.52,433,nasdaq
11/10/2021,646.91,2405785,653.01,660.3306,642.11,434,nasdaq
11/11/2021,657.58,2868311,650.24,665.82,649.705,435,nasdaq
11/12/2021,682.61,4198410,660.01,683.34,653.82,436,nasdaq
11/15/2021,679.33,2872186,681.235,685.2599,671.49,437,nasdaq
11/16/2021,687.4,2077387,678.27,688.3599,676.9,438,nasdaq
11/17/2021,691.69,2732831,690,700.9894,686.09,439,nasdaq
11/18/2021,682.02,2014992,691.61,691.74,679.735,440,nasdaq
11/19/2021,678.8,2614852,692.35,694.16,675,441,nasdaq
11/22/2021,659.2,2765318,676.02,679.48,656.47,442,nasdaq
11/23/2021,654.06,2320917,658.18,666.43,646.05,443,nasdaq
11/24/2021,658.29,1867282,658.01,661.44,651.1,444,nasdaq
11/26/2021,665.64,2872513,675,676.405,660.67,445,nasdaq
11/29/2021,663.84,2529364,663.2,667.99,658.29,446,nasdaq
11/30/2021,641.9,5608919,668.198,675.38,640.01,447,nasdaq
12/01/2021,617.77,3897019,649.48,654.52,617.07,448,nasdaq
12/02/2021,616.47,3331131,617.1,625.36,612.88,449,nasdaq
12/03/2021,602.13,4829282,622.75,625.5,594,450,nasdaq
12/06/2021,612.69,3075672,606.01,617.29,601,451,nasdaq
12/07/2021,625.58,3125190,619.83,628.89,611.4,452,nasdaq
12/08/2021,628.08,2220308,630,632.455,623.2,453,nasdaq
12/09/2021,611,2376321,627.58,630.24,610.44,454,nasdaq
12/10/2021,611.66,2748774,616.78,617.74,605.88,455,nasdaq
12/13/2021,604.56,2517915,612,612.64,599.52,456,nasdaq
12/14/2021,597.99,2984536,598.71,602.29,588.13,457,nasdaq
12/15/2021,605.04,2866196,598.18,605.69,584.51,458,nasdaq
12/16/2021,591.06,3143217,597.09,602.8308,588,459,nasdaq
12/17/2021,586.73,4433706,591.61,593.25,581.74,460,nasdaq
12/20/2021,593.74,3358404,586.43,602.8847,584.26,461,nasdaq
12/21/2021,604.92,2319390,597.5434,607.82,593.8611,462,nasdaq
12/22/2021,614.24,2335745,603.36,614.82,602.63,463,nasdaq
12/23/2021,614.09,1621146,616.4,616.88,607.57,464,nasdaq
12/27/2021,613.12,2062233,615,615,609.25,465,nasdaq
12/28/2021,610.71,1884116,614.95,618.41,609.69,466,nasdaq
12/29/2021,610.54,1287513,610.71,613.98,604.68,467,nasdaq
12/30/2021,612.09,1625093,612.99,620.61,611.2401,468,nasdaq
12/31/2021,602.44,1995918,610.01,614.075,602.05,469,nasdaq
01/03/2022,597.37,3068808,605.61,609.99,590.56,470,nasdaq
01/04/2022,591.15,4393135,599.91,600.4099,581.6,471,nasdaq
01/05/2022,567.52,4148749,592,592.84,566.88,472,nasdaq
01/06/2022,553.29,5711795,554.34,563.36,542.01,473,nasdaq
01/07/2022,541.06,3382873,549.46,553.43,538.2175,474,nasdaq
01/10/2022,539.85,4486145,538.49,543.69,526.32,475,nasdaq
01/11/2022,540.84,3077836,536.99,543.91,530.07,476,nasdaq
01/12/2022,537.22,3787372,544.27,544.27,532.02,477,nasdaq
01/13/2022,519.2,4475063,537.06,540.79,518.26,478,nasdaq
01/14/2022,525.69,7861109,517.6,538.37,511.88,479,nasdaq
01/18/2022,510.8,4844418,520.08,521.75,508.68,480,nasdaq
01/19/2022,515.86,4353508,515,523.21,510.51,481,nasdaq
01/20/2022,508.25,12658990,517.75,526.64,506.93,482,nasdaq
01/21/2022,397.5,58904270,400.425,409.1499,379.99,483,nasdaq
01/24/2022,387.15,32386780,383.91,387.26,351.46,484,nasdaq
01/25/2022,366.42,15145820,379.14,387.71,365.13,485,nasdaq
01/26/2022,359.7,12683980,378.27,382.66,356.62,486,nasdaq
01/27/2022,386.7,24324750,382.06,394.8,378.1,487,nasdaq
01/28/2022,384.36,11966610,386.76,387,372.08,488,nasdaq
01/31/2022,427.14,20047450,401.97,427.7,398.2,489,nasdaq
02/01/2022,457.13,22568100,432.96,458.48,425.5401,490,nasdaq
02/02/2022,429.48,14346010,448.25,451.98,426.48,491,nasdaq
02/03/2022,405.6,9905210,421.44,429.26,404.28,492,nasdaq
02/04/2022,410.17,7789798,407.31,412.77,396.6391,493,nasdaq
02/07/2022,402.1,8232859,410.17,412.35,393.55,494,nasdaq
02/08/2022,403.53,6818543,398.18,406.61,395.83,495,nasdaq
02/09/2022,412.89,7738227,408.65,412.98,398.79,496,nasdaq
02/10/2022,406.27,8452915,402.1,408,396.36,497,nasdaq
02/11/2022,391.31,7558939,405.33,411.6103,387.65,498,nasdaq
02/14/2022,396.57,7202155,387.59,409.36,386.891,499,nasdaq
02/15/2022,407.46,5395641,403.79,409.1619,401.01,500,nasdaq
02/16/2022,398.08,5277650,401.53,401.56,390.3842,501,nasdaq
02/17/2022,386.67,4669222,394.235,399.11,385.7,502,nasdaq
02/18/2022,391.29,6801668,392.53,402.87,389.0466,503,nasdaq
02/22/2022,377.38,6697515,388.95,392.42,373.02,504,nasdaq
02/23/2022,367.46,4614290,382.72,386,366.66,505,nasdaq
02/24/2022,390.03,7068724,355.09,390.73,354.72,506,nasdaq
02/25/2022,390.8,4841636,386.61,391.29,375.58,507,nasdaq
02/28/2022,394.52,5035046,387.33,397.75,382.13,508,nasdaq
03/01/2022,386.24,3290439,391.6,395,383.705,509,nasdaq
03/02/2022,380.03,5356809,388.93,389.22,375.21,510,nasdaq
03/03/2022,368.07,6076836,386,386.12,364.65,511,nasdaq
03/04/2022,361.73,5329180,368,374.8186,357.17,512,nasdaq
03/07/2022,350.26,5708383,360.41,361.995,350.2,513,nasdaq
03/08/2022,341.76,6428655,349.8,358.86,340.67,514,nasdaq
03/09/2022,358.79,6520186,357.685,364.14,350.5089,515,nasdaq
03/10/2022,356.77,4807767,356.2,367.02,353.3,516,nasdaq
03/11/2022,340.32,4819925,361.19,363.36,340,517,nasdaq
03/14/2022,331.01,5907817,338.72,341.32,329.82,518,nasdaq
03/15/2022,343.75,5460640,335.1,345.36,332.36,519,nasdaq
03/16/2022,357.53,6982469,348.2,359.99,343.06,520,nasdaq
03/17/2022,371.4,5818348,359.7,373.31,354.88,521,nasdaq
03/18/2022,380.6,8324825,372,381.8,368.47,522,nasdaq
03/21/2022,374.59,4866463,378.02,381.82,368.94,523,nasdaq
03/22/2022,382.92,4242762,371.14,386.66,366.76,524,nasdaq
03/23/2022,374.49,3728954,379.77,382.46,374.49,525,nasdaq
03/24/2022,375.71,3888461,379.76,379.76,368.9,526,nasdaq
03/25/2022,373.85,3575953,377.07,377.64,366.43,527,nasdaq
03/28/2022,378.51,4323435,375.23,380.28,366.73,528,nasdaq
03/29/2022,391.82,5880723,384.39,396.5,380.33,529,nasdaq
03/30/2022,381.47,4023301,389.55,392.7,378.625,530,nasdaq
03/31/2022,374.59,4134720,383.59,384,373.61,531,nasdaq
04/01/2022,373.47,4644237,376.8,380.87,368.5,532,nasdaq
04/04/2022,391.5,7009235,373.55,396.02,373.13,533,nasdaq
04/05/2022,380.15,4234508,389.3,390,377.305,534,nasdaq
04/06/2022,368.35,4354885,374.15,376.4699,362.73,535,nasdaq
04/07/2022,362.15,4948909,365,368.54,353.6897,536,nasdaq
04/08/2022,355.88,4025183,361.96,362.5,354.865,537,nasdaq
04/11/2022,348,3777096,350,354.78,345.2,538,nasdaq
04/12/2022,344.1,3824261,355.91,359.41,342.25,539,nasdaq
04/13/2022,350.43,3230950,343.92,352,341.155,540,nasdaq
04/14/2022,341.13,4343837,350.95,352,339.86,541,nasdaq
04/18/2022,337.86,5105041,340,342.36,331.615,542,nasdaq
04/19/2022,348.61,20906890,333.22,351.68,333.22,543,nasdaq
04/20/2022,226.19,133387500,245.2,248.7,212.51,544,nasdaq
04/21/2022,218.22,53501600,220,227.68,211.52,545,nasdaq
04/22/2022,215.52,37515130,220.18,226.27,210.05,546,nasdaq
04/25/2022,209.91,28152050,213.81,216.66,204.51,547,nasdaq
04/26/2022,198.4,20318090,208.8,209.15,198.2773,548,nasdaq
04/27/2022,188.54,22298390,194.005,200.19,187.77,549,nasdaq
04/28/2022,199.52,21363160,191.56,201.48,185.6,550,nasdaq
04/29/2022,190.36,16391890,198.68,204.71,190,551,nasdaq
05/02/2022,199.46,14591600,191.71,200.2141,190.01,552,nasdaq
05/03/2022,199.87,11839430,198.29,203.2,194.77,553,nasdaq
05/04/2022,204.01,12218780,197.65,204.38,191.01,554,nasdaq
05/05/2022,188.32,13971330,200.45,200.71,186,555,nasdaq
05/06/2022,180.97,17185480,186.75,187.21,175.81,556,nasdaq
05/09/2022,173.1,14031330,177.655,183.2,172.3,557,nasdaq
05/10/2022,177.66,13883910,176.01,181.8712,170.57,558,nasdaq
05/11/2022,166.37,12665520,176.09,180.92,165.55,559,nasdaq
05/12/2022,174.31,17662120,163.96,177.58,162.71,560,nasdaq
05/13/2022,187.64,13136330,177.16,187.77,176.01,561,nasdaq
05/16/2022,186.51,16145010,193.3,195.89,185.7,562,nasdaq
05/17/2022,190.56,9876685,189.17,191.4,185.17,563,nasdaq
05/18/2022,177.19,9665632,186.72,187.7,176.27,564,nasdaq
05/19/2022,183.48,10448510,178.045,186.3,175.71,565,nasdaq
05/20/2022,186.35,10429400,185.867,190.19,179.77,566,nasdaq
05/23/2022,187.44,9602027,186.15,187.66,177.89,567,nasdaq
05/24/2022,180.34,7706372,182,184,177.17,568,nasdaq
05/25/2022,187.83,8522092,180.28,188.87,180.17,569,nasdaq
05/26/2022,191.4,8049933,186.49,192.3402,183.0916,570,nasdaq
05/27/2022,195.19,8585987,193.19,195.25,190.3722,571,nasdaq
05/31/2022,197.44,11398460,196.18,199.95,190.8,572,nasdaq
06/01/2022,192.91,8416151,198.7,202.74,191.6606,573,nasdaq
06/02/2022,205.09,9623121,192.02,205.47,191.72,574,nasdaq
06/03/2022,198.98,7191775,200.14,202.95,198.05,575,nasdaq
06/06/2022,197.14,5372043,202.09,203.87,195.38,576,nasdaq
06/07/2022,198.61,4839491,194.87,199.6,193,577,nasdaq
06/08/2022,202.83,7244121,197.95,207.38,197.64,578,nasdaq
06/09/2022,192.77,6948967,200.65,201.69,192.54,579,nasdaq
06/10/2022,182.94,13074280,182.64,185.86,180.85,580,nasdaq
06/13/2022,169.69,10222410,177.07,179.09,168.9571,581,nasdaq
06/14/2022,167.54,11555320,169.75,172.0622,164.28,582,nasdaq
06/15/2022,180.11,12396040,169.258,183.845,168.53,583,nasdaq
06/16/2022,173.35,8201306,174,176.27,171.56,584,nasdaq
06/17/2022,175.51,12133370,173.63,179.65,173.34,585,nasdaq
06/21/2022,170.91,12177590,177.6,178.6189,169.8,586,nasdaq
06/22/2022,178.89,12010620,170.75,182.82,170.2,587,nasdaq
06/23/2022,181.71,9538226,180.5,182.76,175.87,588,nasdaq
06/24/2022,190.85,12423970,183.5,191.19,181.84,589,nasdaq
06/27/2022,189.14,8363879,191.77,191.78,182.39,590,nasdaq
06/28/2022,179.6,7201897,189.2,192.2,179.37,591,nasdaq
06/29/2022,178.36,5766847,179.55,180.665,175.1,592,nasdaq
06/30/2022,174.87,7894710,177.07,179.45,170.3,593,nasdaq
07/01/2022,179.95,5201583,176.49,180.1,174.27,594,nasdaq
07/05/2022,185.88,7339023,176.28,185.92,172.6801,595,nasdaq
07/06/2022,184.06,5753385,185.2,186.22,180.82,596,nasdaq
07/07/2022,189.27,6334545,184.27,190.21,183.5,597,nasdaq
07/08/2022,186.975,5835680,186.02,189.91,182.75,598,nasdaq
07/11/2022,177.34,6048447,184.73,184.99,176.89,599,nasdaq
07/12/2022,174.45,6845264,177.33,179.7839,173.42,600,nasdaq
07/13/2022,176.56,12734420,170.5,179.18,169.702,601,nasdaq
07/14/2022,174.78,9039457,175.56,177.52,171.82,602,nasdaq
07/15/2022,189.11,16319120,175.58,189.22,174.56,603,nasdaq
07/18/2022,190.92,16322850,192.5,199.67,189.8,604,nasdaq
07/19/2022,201.63,28178720,193.02,201.97,188.4,605,nasdaq
07/20/2022,216.44,53920270,208.17,216.9699,200.1,606,nasdaq
07/21/2022,223.88,23430120,214.3,224.32,211.5,607,nasdaq
07/22/2022,220.44,17805450,222.38,229.35,218.44,608,nasdaq
07/25/2022,218.51,10935250,221.31,225.23,216.35,609,nasdaq
07/26/2022,213.91,9508532,216.66,219.39,211.64,610,nasdaq
07/27/2022,226.75,10508390,216.48,227.78,214.58,611,nasdaq
07/28/2022,226.02,8972738,224.6,228.1,219.67,612,nasdaq
07/29/2022,224.9,9064937,223.29,230.75,222.4,613,nasdaq
08/01/2022,226.21,5525044,223.095,228.39,221,614,nasdaq
08/02/2022,221.42,6361327,222.76,228.2,220.88,615,nasdaq
08/03/2022,226.73,6400701,224.79,228.1,222.42,616,nasdaq
08/04/2022,229.91,7142741,227.68,232.07,225.05,617,nasdaq
08/05/2022,226.78,5539733,225.3,228.62,222.87,618,nasdaq
08/08/2022,233.49,10997410,227.49,241.9599,226.41,619,nasdaq
08/09/2022,229.94,6181194,231.62,232.1999,224.65,620,nasdaq
08/10/2022,244.11,9254760,236.99,244.54,236.5958,621,nasdaq
08/11/2022,242.7,8780062,244.68,251.62,241.51,622,nasdaq
08/12/2022,249.3,6098531,244.81,249.41,243.76,623,nasdaq
08/15/2022,249.11,6527391,248.11,251.99,247.51,624,nasdaq
08/16/2022,245.69,5136806,247.16,249.29,244.03,625,nasdaq
08/17/2022,241.15,5627224,241.18,244.24,237.56,626,nasdaq
08/18/2022,245.17,5280387,241.96,246.4794,239.2801,627,nasdaq
08/19/2022,241.16,7504707,240.95,243.29,235.68,628,nasdaq
08/22/2022,226.54,8630094,232.55,233.475,224.59,629,nasdaq
08/23/2022,224.55,5276945,226.46,229.9,224.3,630,nasdaq
08/24/2022,229.61,5426316,225.66,234.1,223.94,631,nasdaq
08/25/2022,233.98,3766867,230.24,234.16,229,632,nasdaq
08/26/2022,223.28,5349848,233.625,236.95,223.15,633,nasdaq
08/29/2022,224.57,7109397,221.93,229.87,221.52,634,nasdaq
08/30/2022,220.65,5740434,226.66,229.79,218.74,635,nasdaq
08/31/2022,223.56,8615906,227,233.8787,223.43,636,nasdaq
09/01/2022,230.04,7292917,220.72,230.37,219.47,637,nasdaq
09/02/2022,226.11,8164883,231.03,233.8814,225.04,638,nasdaq
09/06/2022,218.39,7469016,225.59,226.85,214.69,639,nasdaq
09/07/2022,228.96,8149329,220.21,229.33,218.2681,640,nasdaq
09/08/2022,227.44,6737436,224.16,228.735,221.3,641,nasdaq
09/09/2022,233.57,6702060,229.62,234.7799,229.62,642,nasdaq
09/12/2022,236.53,6047425,233.61,239.49,233.37,643,nasdaq
09/13/2022,218.13,8000128,226.5,227.69,217.72,644,nasdaq
09/14/2022,224.12,8230340,219.82,228,215.8,645,nasdaq
09/15/2022,235.38,19454120,230.47,242.2871,229.1,646,nasdaq
09/16/2022,240.13,18914180,231.22,241.355,227.83,647,nasdaq
09/19/2022,243.63,17912370,245.05,245.25,235.75,648,nasdaq
09/20/2022,242.85,16037430,240.37,250.49,239.66,649,nasdaq
09/21/2022,236.87,9166772,242.67,248.2999,236.68,650,nasdaq
09/22/2022,237.05,10017970,235.35,240.5,231.66,651,nasdaq
09/23/2022,226.41,11207230,235.14,236.4499,221.43,652,nasdaq
09/26/2022,224.07,8234285,225.6,232.7,223.01,653,nasdaq
09/27/2022,224.36,7762223,228.63,230.64,220.72,654,nasdaq
09/28/2022,245.2,17579670,229.69,246.65,227.38,655,nasdaq
09/29/2022,239.71,18994940,241.61,246.98,235.68,656,nasdaq
09/30/2022,235.44,11848610,237,242.44,233.26,657,nasdaq
10/03/2022,239.04,8657443,237.85,241.54,232.85,658,nasdaq
10/04/2022,240.74,13925850,244.84,245.7999,233.25,659,nasdaq
10/05/2022,236.73,10825630,238.76,241.59,227.38,660,nasdaq
10/06/2022,240.02,9188940,236.68,244.28,233.9101,661,nasdaq
10/07/2022,224.75,9806128,235.77,237.33,224.28,662,nasdaq
10/10/2022,229.98,9991145,225.64,233.83,224.23,663,nasdaq
10/11/2022,214.29,15282410,226.05,230.44,213.7,664,nasdaq
10/12/2022,220.87,12952640,214.3,223.67,212.64,665,nasdaq
10/13/2022,232.51,17505010,212.69,234.47,211.73,666,nasdaq
10/14/2022,230,15293400,237.8,238.8,229.51,667,nasdaq
10/17/2022,245.1,21057820,234.41,249.9221,234.4,668,nasdaq
10/18/2022,240.86,25776730,249.8,250.37,237.73,669,nasdaq
10/19/2022,272.38,46685260,265,279.3,262.66,670,nasdaq
10/20/2022,268.16,17207100,272.78,278.3755,266.38,671,nasdaq
10/21/2022,289.57,24889060,268.95,290.75,265.68,672,nasdaq
10/24/2022,282.45,13326420,290.23,290.49,280.36,673,nasdaq
10/25/2022,291.02,15100720,286.95,297.59,285.5501,674,nasdaq
10/26/2022,298.62,15749250,290.04,305.63,288.04,675,nasdaq
10/27/2022,296.94,14612590,298.33,305.21,294.78,676,nasdaq
10/28/2022,295.72,9960547,297.7,301.19,292.2924,677,nasdaq
10/31/2022,291.88,7505133,295.13,297.6199,289.5,678,nasdaq
11/01/2022,286.75,6916424,296.17,299.7,286.42,679,nasdaq
11/02/2022,273,10367620,286.4,287.33,272.84,680,nasdaq
11/03/2022,269.06,7057350,271.25,276.29,268.8,681,nasdaq
11/04/2022,260.79,11124690,272.02,274.97,255.32,682,nasdaq
11/07/2022,258.6,7927033,261.06,261.155,252.09,683,nasdaq
11/08/2022,263.46,7683826,259.92,266.08,256.8801,684,nasdaq
11/09/2022,254.66,7265994,259.66,260.9,254.2202,685,nasdaq
11/10/2022,274.97,9667323,265.99,275.36,260.0901,686,nasdaq
11/11/2022,290.13,9573834,274.47,290.66,271.5577,687,nasdaq
11/14/2022,299.27,17973400,290,311,288.19,688,nasdaq
11/15/2022,310.2,14626930,309.2,312.71,302.55,689,nasdaq
11/16/2022,306.02,8038556,309.94,310.49,303.61,690,nasdaq
11/17/2022,295.28,9838220,294.72,299.82,291,691,nasdaq
11/18/2022,287.98,8400108,297.33,298,287,692,nasdaq
11/21/2022,285.05,7256507,291,291.87,282.66,693,nasdaq
11/22/2022,286.69,6245119,284.99,286.98,277.34,694,nasdaq
11/23/2022,291.5,5918988,285.91,292.47,283.76,695,nasdaq
11/25/2022,285.54,3235953,289,289.21,284.17,696,nasdaq
11/28/2022,281.17,4707049,284,289.55,280.53,697,nasdaq
11/29/2022,280.96,5786874,282.5,282.96,275.94,698,nasdaq
11/30/2022,305.53,16070120,281.37,308.26,280.41,699,nasdaq
12/01/2022,316.95,14664870,303.99,319.8,303.03,700,nasdaq
12/02/2022,320.41,12690600,310.49,321.99,310,701,nasdaq
12/05/2022,312.59,8423029,316.46,322.77,310.92,702,nasdaq
12/06/2022,305.56,7195395,311,313.2231,303.13,703,nasdaq
12/07/2022,308.42,7821634,306.5,309.61,302.1,704,nasdaq
12/08/2022,310.26,7205326,309.11,312.38,304.8098,705,nasdaq
12/09/2022,320.01,14364030,321.45,329,319.52,706,nasdaq
12/12/2022,315.18,10148610,320,323.18,308.85,707,nasdaq
12/13/2022,320.34,10756430,328,332.7236,317.199,708,nasdaq
12/14/2022,317.83,7543291,318.97,324.71,314.42,709,nasdaq
12/15/2022,290.41,17724560,302.12,303.39,286.55,710,nasdaq
12/16/2022,290.71,14080050,288.76,294.7199,288.7,711,nasdaq
12/19/2022,288.3,6163667,289.73,292.25,286.13,712,nasdaq
12/20/2022,288.19,6918114,281.24,289.28,280.81,713,nasdaq
12/21/2022,297.96,6376173,289.99,300.66,286.5,714,nasdaq
12/22/2022,297.75,7856192,298.09,298.88,290.8131,715,nasdaq
12/23/2022,294.965,4251108,296.18,298.4614,291.91,716,nasdaq
12/27/2022,284.17,5778098,293.19,293.57,282.13,717,nasdaq
12/28/2022,276.88,5964369,281.92,285.19,273.41,718,nasdaq
12/29/2022,291.12,9588527,283.18,295.4999,281.01,719,nasdaq
12/30/2022,294.88,7566892,285.53,295.01,283.22,720,nasdaq
01/03/2023,294.95,6763964,298.06,298.39,288.7,721,nasdaq
01/04/2023,309.41,9345054,298.24,311.135,295.51,722,nasdaq
01/05/2023,309.7,8328390,307,314.18,304.545,723,nasdaq
01/06/2023,315.55,8959839,311.57,316.77,303.69,724,nasdaq
01/09/2023,315.17,6766628,316.83,321.7,313.22,725,nasdaq
01/10/2023,327.54,13072290,311.07,329.35,311.07,726,nasdaq
01/11/2023,327.26,9579681,326.5,328.88,321.35,727,nasdaq
01/12/2023,330.13,10856250,332.5,332.95,323.14,728,nasdaq
01/13/2023,332.82,8286816,329.97,336.65,328.885,729,nasdaq
01/17/2023,326.22,9246987,331.08,332.5,323.6,730,nasdaq
01/18/2023,326.33,7814115,326.75,330.08,321.25,731,nasdaq
01/19/2023,315.78,18008200,322.57,324.89,313.39,732,nasdaq
01/20/2023,342.5,28430340,336.79,344,332.625,733,nasdaq
01/23/2023,357.42,15646850,341.715,362.2453,340.6329,734,nasdaq
01/24/2023,363.83,11796530,357.53,365.65,355.1401,735,nasdaq
01/25/2023,367.96,7766907,360.57,368.8999,358.501,736,nasdaq
01/26/2023,364.87,8256844,368.77,369.02,361.7,737,nasdaq
01/27/2023,360.77,6703548,363.2,365.92,360.59,738,nasdaq
01/30/2023,353.11,5127593,358.44,360.95,352.855,739,nasdaq
01/31/2023,353.86,5660738,349.98,355.95,348.71,740,nasdaq
02/01/2023,361.99,8005170,353.86,365.385,349.91,741,nasdaq
02/02/2023,366.89,7856952,365.16,368.32,358.43,742,nasdaq
02/03/2023,365.9,9402034,359.08,379.4301,359,743,nasdaq
02/06/2023,361.48,4994942,363.642,368.45,360.68,744,nasdaq
02/07/2023,362.95,6289368,358.51,364.1799,354.18,745,nasdaq
02/08/2023,366.83,6253179,360.02,368.193,358.31,746,nasdaq
02/09/2023,362.5,6901100,372.41,373.83,361.7444,747,nasdaq
02/10/2023,347.36,7291096,359.16,362.14,347.14,748,nasdaq
02/13/2023,358.57,7134445,349.5,359.7034,344.25,749,nasdaq
02/14/2023,359.96,4624758,357.55,363.75,353.4,750,nasdaq
02/15/2023,361.42,3969945,356.63,362.88,354.24,751,nasdaq
02/16/2023,350.71,5215726,355,361.5,350.31,752,nasdaq
02/17/2023,347.96,5294727,347.905,349,342.44,753,nasdaq
02/21/2023,337.5,5710292,342.85,344.1253,336.4177,754,nasdaq
02/22/2023,334.88,4546249,337.5,341.91,332.82,755,nasdaq
02/23/2023,323.65,13238670,331.23,331.28,314.3,756,nasdaq
02/24/2023,317.15,6830692,319.3,321.5,314.52,757,nasdaq
02/27/2023,323.03,6142580,323.87,330,322.121,758,nasdaq
02/28/2023,322.13,3676075,323.7,327.62,321.17,759,nasdaq
03/01/2023,313.48,4911311,321.55,326.6,312.36,760,nasdaq
03/02/2023,311.88,4921053,310.96,315.57,310.38,761,nasdaq
03/03/2023,315.18,5953319,315.45,317.49,310.82,762,nasdaq
03/06/2023,312.03,5660743,317,323.3,311.8412,763,nasdaq
03/07/2023,308.47,4553082,312.675,314.3,306.6226,764,nasdaq
03/08/2023,311.79,3479474,309.29,311.83,305.75,765,nasdaq
03/09/2023,297.78,7443350,312.08,312.51,294.88,766,nasdaq
03/10/2023,292.76,5759315,297.905,298.79,289,767,nasdaq
03/13/2023,293.51,6292385,287.34,299.24,285.3301,768,nasdaq
03/14/2023,294.94,5956692,295.97,297.45,290.31,769,nasdaq
03/15/2023,303.79,9215340,292.51,306.31,292.28,770,nasdaq
03/16/2023,310.06,7912371,304.75,316.6,301.71,771,nasdaq
03/17/2023,303.5,6918777,310.06,310.76,300,772,nasdaq
03/20/2023,305.13,5113430,299.79,307.5,296,773,nasdaq
03/21/2023,305.79,4886279,306.32,307.92,300.43,774,nasdaq
03/22/2023,293.9,5808035,306.31,306.45,293.54,775,nasdaq
03/23/2023,320.37,15653350,304.68,322.78,304.14,776,nasdaq
03/24/2023,328.39,13004090,320.63,331.83,320.63,777,nasdaq
03/27/2023,327.66,8625763,327.55,336.44,324.41,778,nasdaq
03/28/2023,323.52,6489388,326.06,333.32,321.28,779,nasdaq
03/29/2023,332.03,6287336,326.29,332.85,325.73,780,nasdaq
03/30/2023,338.43,7131468,340.27,343.29,335.3,781,nasdaq
03/31/2023,345.48,5610161,340.05,345.84,337.2001,782,nasdaq
04/03/2023,348.28,4413650,341.83,348.58,340.4001,783,nasdaq
04/04/2023,346.75,3298072,348.49,349.8,343.95,784,nasdaq
04/05/2023,342.35,4205545,345.3,345.43,336.2526,785,nasdaq
04/06/2023,339.33,4660542,339.34,340.48,332.63,786,nasdaq
04/10/2023,338.99,2657898,335.27,339.88,333.36,787,nasdaq
04/11/2023,338.21,4044778,343.45,347.14,337.635,788,nasdaq
04/12/2023,331.03,3965440,340.81,342.8,330.04,789,nasdaq
04/13/2023,346.19,7406437,339.99,346.43,338.75,790,nasdaq
04/14/2023,338.63,5350508,342.94,344.853,336.41,791,nasdaq
04/17/2023,332.72,6136047,338,338.39,327.5,792,nasdaq
04/18/2023,333.7,17944500,335,337.19,330.5,793,nasdaq
04/19/2023,323.12,22128270,324.21,325.75,316.1,794,nasdaq
04/20/2023,325.35,9947800,320.39,331.4298,318.33,795,nasdaq
04/21/2023,327.98,6348000,323,328.29,319.5,796,nasdaq
04/24/2023,329.02,5586627,330.2,334.66,326.75,797,nasdaq
04/25/2023,322.55,5426642,328.5,328.655,321.1,798,nasdaq
04/26/2023,321.15,4623238,321.36,325.9,320.47,799,nasdaq
04/27/2023,325.85,5618768,324.3,327.45,317.44,800,nasdaq
